rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
1141,4c48b00f-c8f6-419c-a5d2-da2b723242e8,"Rahn Immobilien GmbH & Co. KG, DE",Private,1,,Condo,Dusseldorf,Condo,Dusseldorf,North Rhine-Westphalia,,2024-09-13 00:00:00
1142,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Nereo Development Partners GmbH CH,User/Other,1,7822.8091188,Office,Heidelberg,Office,Heidelberg,Baden-Wurttemberg,,2026-03-25 00:00:00
1143,53f3874c-eee3-4355-b113-d2610204d233,R&E Immobilien GmbH,Private,1,3699.90972,Hotel,Regensburg,Hotel,Regensburg,Bavaria,,2026-05-08 00:00:00
1144,ccabb3ff-2d82-4df7-8662-247e4e7a7db7,ADONUM I GmbH,Institutional,1,11699.71452,Retail,Memmingen,Retail,Memmingen,Bavaria,,2024-09-20 00:00:00
1145,88392c87-02b6-48c3-aeaa-e4f86181d570,PGW Grundbesitz,Private,1,70998.2676,Dev Site,Erftstadt,Dev Site; Seniors Housing & Care,Erftstadt,North Rhine-Westphalia,,2025-04-29 00:00:00
1146,4b91059c-c271-47eb-982a-9ac8dd949e84,Raiffeisen Rhein-Ahr-Eifel,User/Other,1,11197.7267688,Dev Site,Grafschaft,Dev Site,Grafschaft,Rhineland-Palatinate,,2026-04-07 00:00:00
1147,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Singer & Martini,Private,1,1999.9512,Apartment,Germering,Apartment,Germering,Bavaria,,2025-02-03 00:00:00
1148,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Kontor 220 Immobilien- und Beteiligungsgesellschaft mbH,Private,1,4999.878,Dev Site,Hamburg,Dev Site,Hamburg,Hamburg,,2025-09-23 00:00:00
1149,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Leverkusener Immobiliengesellschaft,Private,1,16252.6034268,Retail,Leverkusen,Retail,Leverkusen,North Rhine-Westphalia,,2025-09-01 00:00:00
1150,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Mabuti GmbH,User/Other,1,2199.94632,Industrial,Chemnitz,Industrial,Chemnitz,Saxony,,2025-07-02 00:00:00
1151,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Ebner Immobilien,Private,1,10499.7438,Apartment,Fellbach,Apartment,Fellbach,Baden-Wurttemberg,,2025-08-21 00:00:00
1152,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Univers Holding,Private,1,49998.78,Dev Site,Bonn,Dev Site,Bonn,North Rhine-Westphalia,,2025-09-12 00:00:00
1153,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Karl Vockeroth GmbH,Private,1,11999.7072,Retail,Kassel,Retail,Kassel,Hesse,,2025-04-29 00:00:00
1154,30358d58-72ff-4751-9cd2-ff120cf68f74,SU Wohnbau GmbH,Private,1,1499.9634,Dev Site,Munich,Dev Site,Munich,Bavaria,,2025-10-21 00:00:00
1155,7a57a98d-c634-4ab1-8c12-d8a64b1f8974,Bau Ehrlich GmbH,Private,1,1499.9634,Dev Site,Munich,Dev Site,Munich,Bavaria,,2025-10-21 00:00:00
1156,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Mobilitatsinfrastruktur und -betriebs GmbH,User/Other,1,9999.756,Dev Site,Luneburg,Dev Site,Luneburg,Lower Saxony,,2024-10-28 00:00:00
1157,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Grupa 7R,Private,1,19999.512,Industrial,Berlin,Industrial,Berlin,Berlin,,2026-02-09 00:00:00
1158,eaf4bf3d-c951-4ad1-b40f-9ac89e8e102a,City of Rochlitz,User/Other,1,4019.901912,Seniors Housing & Care,Rochlitz,Seniors Housing & Care,Rochlitz,Saxony,,2026-06-03 00:00:00
1159,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Eifel Haus,Private,1,10999.7316,Dev Site,Trier,Dev Site,Trier,Rhineland-Palatinate,,2025-03-04 00:00:00
1160,0f83371b-57d1-47a7-9ff5-ddf23d0013ae,UmweltBank,Institutional,1,14999.634,Dev Site,Nuremberg,Apartment; Dev Site,Nuremberg; Tubingen,Bavaria; Baden-Wurttemberg,,2025-05-20 00:00:00
